,HHV,HT1,VGC,PHR,VIC,GVR,BMP,SZC,DIG,HAH,NT2,PGV
2025-01-16,11.158,12.196,43.829,26.913,20.225,28.049,110.467,38.168,14.968,37.408,19.307,17.358
2025-01-17,11.158,12.196,44.456,27.178,20.225,28.345,110.99,38.722,15.009,37.991,19.162,17.402
2025-01-20,10.981,12.293,43.47,27.284,20.2,28.295,108.899,38.998,15.009,37.189,19.308,17.358
2025-01-21,10.981,12.196,43.739,27.178,20.225,28.0,109.683,38.629,15.131,37.043,18.872,17.358
2025-01-22,10.892,11.954,43.381,26.913,20.2,27.605,109.073,38.952,14.968,36.095,18.824,17.137
2025-01-23,10.981,12.003,44.367,27.761,20.2,28.049,109.422,39.367,14.846,36.678,19.017,17.137
2025-01-24,10.848,12.099,44.546,27.549,20.2,28.394,110.467,38.998,14.438,36.241,18.969,17.181
2025-02-03,11.07,12.099,45.263,27.814,20.025,28.838,107.157,39.183,14.234,37.48,18.969,17.402
2025-02-04,11.291,12.196,45.622,27.761,20.05,29.084,108.028,40.289,14.438,37.772,19.066,17.491
2025-02-05,11.247,12.099,45.622,27.973,20.025,29.035,108.463,40.381,15.417,39.595,19.308,17.624
2025-02-06,11.247,12.099,45.711,27.814,20.225,28.788,107.766,40.105,15.335,39.449,19.259,17.58
2025-02-07,11.114,12.051,44.815,27.602,20.325,28.985,107.157,39.459,15.253,39.376,19.211,17.447
2025-02-10,11.114,11.857,44.546,27.178,20.0,28.394,103.672,39.413,14.968,37.991,18.92,17.358
2025-02-11,11.247,11.906,45.442,27.231,19.975,28.493,103.846,40.566,15.049,38.647,19.066,17.491
2025-02-12,11.512,12.148,45.711,27.284,19.95,28.345,104.02,40.197,14.927,38.647,19.356,17.447
2025-02-13,11.512,12.293,45.442,27.973,20.125,29.035,103.933,40.151,15.172,39.522,20.614,17.491
2025-02-14,11.424,12.196,45.891,28.82,20.125,29.922,103.323,39.505,15.049,39.376,20.421,17.358
2025-02-17,11.335,12.632,45.353,29.562,20.05,30.119,103.323,39.413,15.335,38.866,20.324,17.358
2025-02-18,11.335,12.487,45.711,30.039,20.1,30.415,102.539,39.644,15.702,38.428,20.324,17.668
2025-02-19,11.512,12.583,47.504,30.674,20.2,31.204,102.801,41.027,15.824,39.231,20.469,17.801
2025-02-20,11.38,12.535,47.145,32.635,20.475,31.894,104.02,40.566,15.661,39.158,20.082,17.712
2025-02-21,11.468,12.583,47.325,33.059,20.325,31.943,103.236,40.519,15.784,38.793,20.179,17.624
2025-02-24,11.424,12.583,47.414,34.648,20.3,31.992,103.933,41.027,15.784,38.21,20.082,17.712
2025-02-25,11.557,12.583,46.428,34.383,20.35,31.647,103.149,41.119,15.947,38.647,20.566,17.757
2025-02-26,11.424,12.487,47.145,34.224,20.5,32.14,105.501,42.225,15.784,38.574,20.179,17.757
2025-02-27,11.38,12.487,46.787,34.913,20.525,32.239,105.588,42.594,16.191,38.647,20.033,17.89
2025-02-28,11.202,12.39,46.697,35.019,20.6,32.929,104.107,42.041,16.232,38.793,20.033,17.801
2025-03-03,11.247,12.148,46.608,33.906,21.025,32.633,104.195,42.363,16.314,38.064,20.082,17.712
2025-03-04,11.424,12.196,46.249,34.966,20.975,33.028,105.066,42.317,16.273,37.991,19.937,17.668
2025-03-05,11.158,12.099,44.188,34.701,21.125,32.535,109.683,41.165,15.947,37.189,19.646,17.668
2025-03-06,11.335,12.148,45.442,34.383,21.175,33.521,109.683,42.179,16.314,36.97,19.501,17.624
2025-03-07,11.247,12.099,44.905,34.436,22.65,33.028,108.028,41.58,16.477,37.043,19.55,17.624
2025-03-10,11.512,12.196,44.994,34.171,23.65,32.83,106.373,41.764,16.436,37.48,19.501,17.58
2025-03-11,11.645,12.245,44.994,34.33,23.65,32.929,108.289,42.133,16.599,37.043,19.453,17.535
2025-03-12,11.468,12.196,46.787,34.012,24.05,32.338,106.808,42.363,16.436,37.043,19.308,17.668
2025-03-13,11.07,12.051,45.98,34.595,25.7,32.535,104.804,41.303,16.395,35.585,19.114,17.447
2025-03-14,11.07,11.761,45.622,33.8,26.1,32.83,103.672,41.303,16.844,34.965,18.92,17.668
2025-03-17,11.114,11.761,45.442,33.111,26.05,32.584,103.672,41.073,17.17,35.147,19.259,17.668
2025-03-18,11.07,11.712,46.07,33.006,25.65,32.929,104.717,40.842,17.007,35.475,19.404,17.712
2025-03-19,11.114,11.712,46.159,34.065,25.95,34.309,104.107,40.566,16.681,35.147,19.211,17.712
2025-03-20,11.114,11.761,46.608,33.8,25.75,34.014,104.107,40.796,16.599,36.387,19.211,17.535
2025-03-21,11.025,11.615,46.339,33.906,26.5,34.063,105.24,40.75,16.477,37.043,19.066,17.624
2025-03-24,10.937,11.664,45.622,34.171,28.35,33.668,104.543,40.704,16.273,36.97,19.066,17.624
2025-03-25,10.937,11.712,46.07,35.443,28.45,34.112,104.107,40.934,16.477,37.845,19.646,17.58
2025-03-26,10.981,11.761,45.173,35.548,28.5,34.014,103.759,40.658,16.069,38.283,19.356,17.668
2025-03-27,10.937,11.761,44.77,35.496,28.55,34.457,103.672,40.335,16.11,38.283,19.356,17.58
2025-03-28,10.715,11.712,43.47,36.025,29.0,34.309,107.505,38.583,16.151,38.501,19.453,17.58
2025-03-31,10.804,11.567,43.919,33.535,29.0,31.943,103.933,38.261,16.191,38.501,19.308,17.491
2025-04-01,10.848,11.615,44.143,32.847,29.85,31.401,106.721,38.215,16.232,38.574,19.308,17.358
2025-04-02,10.848,11.567,43.829,33.376,30.2,31.45,105.763,38.537,16.191,38.939,19.308,17.358
2025-04-03,10.095,10.793,40.782,31.045,28.1,29.281,98.445,35.864,15.09,36.241,18.001,16.65
2025-04-04,9.918,10.26,37.958,28.873,29.15,27.26,99.926,33.374,14.071,37.918,17.759,16.384
2025-04-08,9.254,9.544,35.314,26.86,27.55,25.387,92.956,31.07,13.092,35.293,16.549,15.277
2025-04-09,8.856,9.002,32.849,25.006,28.5,23.612,99.403,28.903,12.195,32.85,15.727,15.233
2025-04-10,9.476,9.631,35.135,26.754,30.45,25.239,106.285,30.885,13.01,35.147,16.791,16.295
2025-04-11,10.095,10.26,34.328,26.012,32.55,25.633,108.725,30.332,13.581,37.189,17.614,16.561
2025-04-14,10.317,10.357,36.703,25.959,34.8,25.831,108.725,30.516,13.377,39.376,17.711,17.004
2025-04-15,10.45,10.357,36.614,24.158,35.25,24.056,108.028,28.396,12.766,42.001,17.42,16.783
2025-04-16,10.494,10.405,36.703,23.072,33.95,23.169,112.209,27.29,12.398,42.22,17.469,16.473
2025-04-17,10.494,10.405,36.524,23.072,35.5,23.859,117.175,28.304,12.766,42.512,17.566,16.473
2025-04-18,10.494,10.502,37.645,23.628,33.05,24.155,113.081,28.58,12.766,43.314,17.759,16.871
2025-04-21,10.538,10.454,35.852,23.258,30.75,23.366,116.653,27.566,12.439,43.241,17.42,16.561
2025-04-22,10.361,10.163,33.477,21.642,29.5,21.986,117.611,25.814,11.583,44.043,17.033,16.605
2025-04-23,10.715,10.357,34.911,22.092,29.3,22.824,125.8,26.921,11.827,43.679,16.791,16.694
2025-04-24,10.583,10.405,35.538,22.728,31.35,23.218,125.016,27.981,12.154,43.46,16.743,16.561
2025-04-25,10.538,10.551,35.538,22.807,33.5,23.464,124.319,27.658,11.991,44.116,16.84,16.827
2025-04-28,10.45,10.309,35.225,22.94,34.0,23.169,123.187,27.29,11.991,44.189,17.082,16.65
2025-04-29,10.45,10.454,35.225,22.993,34.0,23.366,125.974,27.382,11.991,46.814,17.033,16.65
2025-05-05,10.715,10.502,36.345,23.787,35.0,24.5,126.323,28.765,12.317,48.127,17.711,16.65
2025-05-06,10.715,10.502,36.166,23.734,35.25,23.957,125.452,28.258,12.48,46.304,17.566,16.738
2025-05-07,10.76,10.551,36.972,23.814,36.7,24.5,125.19,28.626,12.766,48.491,18.195,16.65
2025-05-08,10.76,10.744,39.437,24.847,39.25,26.176,125.452,29.963,12.643,49.148,18.098,16.65
2025-05-09,10.627,10.696,39.572,24.529,38.25,26.274,127.978,29.41,12.562,48.71,18.098,16.827
2025-05-12,10.671,10.647,40.333,25.271,39.7,27.556,127.891,30.885,12.643,49.585,18.049,16.827
2025-05-13,10.76,10.744,41.588,25.536,39.8,28.246,131.637,31.116,12.847,49.731,18.001,16.827
2025-05-14,10.76,10.841,41.05,25.138,39.9,27.605,131.55,31.07,13.051,48.564,18.001,16.915
2025-05-15,10.981,11.035,41.23,24.9,39.9,27.704,129.808,31.116,13.051,47.47,17.808,16.827
2025-05-16,10.804,10.841,41.319,24.529,40.0,27.309,127.891,30.977,12.847,48.2,18.195,16.96
2025-05-19,10.76,10.696,40.737,24.476,42.8,26.816,128.304,30.378,13.051,48.054,18.001,16.915
2025-05-20,10.715,10.551,40.109,24.608,45.75,27.309,131.034,30.793,12.929,51.408,18.098,16.915
2025-05-21,11.025,10.744,39.706,24.185,46.75,26.915,129.396,30.24,12.888,54.981,17.904,16.827
2025-05-22,10.848,10.647,39.84,24.132,46.25,26.471,125.574,30.562,12.969,55.491,17.808,16.96
2025-05-23,10.76,10.696,38.586,23.999,46.5,26.619,129.942,30.424,12.725,57.606,17.566,16.915
2025-05-26,10.804,10.744,40.333,25.668,47.25,28.443,129.851,32.545,13.173,57.533,17.759,16.871
2025-05-27,11.158,11.035,40.558,26.118,47.25,28.985,129.76,32.637,14.071,61.544,17.759,16.915
2025-05-28,10.981,11.035,40.333,26.171,48.5,29.232,127.758,32.222,13.875,58.7,17.856,16.915
2025-05-29,10.892,10.938,40.558,27.761,48.5,28.985,125.847,32.499,14.18,58.627,17.904,16.915
2025-05-30,10.76,10.938,39.348,27.178,49.2,28.295,124.664,32.268,13.92,56.877,18.049,16.827
2025-06-02,10.981,11.035,39.437,27.019,49.0,28.887,123.39,32.176,14.872,55.419,18.485,16.783
2025-06-03,11.025,11.035,40.333,26.913,49.05,29.084,127.03,32.729,15.131,56.877,18.34,16.871
2025-06-04,11.114,10.986,40.737,27.178,49.05,28.739,125.574,32.452,15.477,55.491,18.195,16.915
2025-06-05,11.247,11.083,42.529,26.807,49.0,28.788,123.481,32.452,15.39,53.668,17.953,17.004
2025-06-06,10.937,10.889,40.961,26.86,48.5,27.95,124.755,31.577,15.563,55.419,17.808,17.004
2025-06-09,10.76,10.793,39.437,26.966,45.15,27.309,121.115,30.332,15.65,51.554,17.566,16.96
2025-06-10,10.76,10.841,39.213,27.125,45.3,27.753,121.934,30.101,15.39,51.408,17.517,16.915
2025-06-11,10.76,11.567,39.213,27.178,45.1,27.359,121.934,30.194,15.217,50.168,17.42,16.561
2025-06-12,10.892,11.567,40.154,27.92,43.4,28.147,124.209,30.839,15.39,50.679,17.517,16.915
2025-06-13,10.671,11.228,38.899,27.019,42.75,26.816,124.209,29.963,14.482,50.97,17.324,16.827
2025-06-16,10.804,11.277,39.123,27.39,42.7,27.605,124.3,30.424,14.872,51.7,17.469,16.871
2025-06-17,10.892,11.277,39.303,27.92,43.85,28.493,126.939,30.655,14.915,50.679,17.566,16.827
2025-06-18,10.892,11.277,39.168,27.39,44.0,28.591,125.938,30.332,14.958,51.043,17.711,16.738
2025-06-19,10.804,11.325,39.348,29.297,44.7,29.478,127.394,30.839,15.001,50.023,17.711,16.65
2025-06-20,10.804,11.18,38.899,29.509,43.4,28.788,126.848,30.609,15.001,51.043,17.711,16.65
2025-06-23,10.937,11.664,39.796,31.31,46.4,29.38,123.572,32.406,14.828,50.752,18.243,16.65
2025-06-24,10.981,11.664,40.244,31.999,47.9,29.232,126.484,32.591,14.958,49.658,18.824,16.65
2025-06-25,11.025,11.761,40.333,32.529,47.9,30.366,126.393,33.467,14.915,48.491,18.775,16.738
2025-06-26,10.981,11.712,40.423,32.052,47.5,30.07,126.393,34.896,14.958,48.929,18.582,16.827
2025-06-27,10.937,11.615,40.602,32.317,47.75,29.922,126.484,34.573,15.217,48.2,18.679,16.65
2025-06-30,10.937,11.615,40.289,32.317,47.8,29.873,127.667,35.357,15.304,49.22,18.63,16.738
2025-07-01,11.025,11.809,40.423,32.317,47.8,30.711,127.758,35.357,14.785,48.418,18.485,16.96
2025-07-02,10.981,12.245,41.678,33.694,47.7,30.809,128.213,35.956,15.044,48.929,18.388,16.871
2025-07-03,10.981,11.954,39.975,31.787,47.25,29.183,126.848,34.112,15.261,50.825,18.388,16.827
2025-07-04,11.07,12.245,39.706,31.575,45.95,28.887,126.484,34.389,15.779,50.314,18.872,16.783
2025-07-07,11.247,12.583,39.885,31.999,46.5,29.331,127.667,34.296,16.082,49.658,18.824,16.783
2025-07-08,11.247,12.487,40.289,33.111,46.65,29.577,131.853,34.665,15.996,50.898,19.066,16.783
2025-07-09,11.291,12.39,39.975,32.582,47.5,29.429,130.943,34.25,16.125,50.387,19.114,16.783
2025-07-10,11.335,12.68,41.05,32.582,50.8,29.676,129.487,33.881,15.909,51.189,19.066,16.827
2025-07-11,11.202,12.729,40.826,32.211,54.0,29.577,131.307,33.743,15.607,50.533,18.775,16.871
2025-07-14,11.512,12.825,41.812,32.529,56.5,30.218,131.034,34.711,16.212,50.46,18.969,16.915
2025-07-15,11.424,12.68,41.185,31.84,55.8,29.676,129.123,34.296,15.909,49.512,18.679,16.915
2025-07-16,11.867,12.729,41.454,31.893,58.7,29.429,127.94,33.881,16.428,49.512,19.308,16.827
2025-07-17,12.088,12.632,42.395,31.787,61.0,29.626,127.667,34.435,17.552,49.877,19.162,17.048
2025-07-18,11.995,12.583,42.305,32.953,59.5,29.971,129.76,35.08,17.768,51.043,19.453,17.004
2025-07-21,11.948,13.309,41.364,33.006,56.0,30.169,132.763,34.573,17.379,50.679,19.937,17.004
2025-07-22,12.088,13.696,42.978,32.582,58.75,30.021,130.852,34.435,17.725,53.158,19.792,16.96
2025-07-23,12.227,13.406,43.291,34.383,57.5,30.612,131.125,34.803,17.552,52.283,19.937,16.96
2025-07-24,12.041,13.551,43.919,34.383,58.0,31.204,132.854,35.449,17.898,52.721,19.937,16.827
2025-07-25,12.227,14.277,46.966,32.582,57.05,30.76,132.217,35.126,18.849,54.179,19.84,16.915
2025-07-28,12.506,14.326,50.193,32.635,57.8,30.957,130.488,36.14,20.146,55.419,20.033,16.915
2025-07-29,11.669,13.696,51.089,32.582,56.6,29.084,130.397,33.651,18.762,51.773,19.356,16.694
2025-07-30,11.576,13.842,54.495,32.847,54.75,29.084,129.76,33.328,19.065,53.596,19.356,16.694
2025-07-31,11.902,13.745,53.24,33.906,52.75,29.676,128.031,34.665,18.806,54.689,19.55,17.093
2025-08-01,11.902,13.454,50.462,33.164,52.0,29.281,128.031,33.743,18.027,58.481,19.84,18.288
2025-08-04,12.088,13.745,51.627,32.582,55.6,29.478,128.395,33.651,18.589,58.481,21.195,19.218
2025-08-05,12.227,13.454,49.028,32.105,58.75,29.528,128.031,33.467,18.373,55.564,20.904,17.934
2025-08-06,12.274,14.229,50.013,32.582,59.25,29.823,128.395,33.881,18.633,55.419,20.759,17.89
2025-08-07,12.878,15.197,50.282,32.847,57.5,30.661,129.123,34.573,19.065,56.387,21.195,17.801
2025-08-08,12.739,16.213,51.985,32.953,58.5,30.169,129.032,34.158,19.713,55.907,20.953,17.845
2025-08-11,13.622,15.874,55.571,33.164,57.75,32.14,128.031,35.172,20.189,56.579,21.34,17.89
2025-08-12,13.994,16.6,59.425,33.27,57.75,31.992,127.849,35.126,20.016,60.518,21.727,18.288
2025-08-13,13.947,16.455,59.156,33.8,58.0,32.19,126.848,36.647,20.924,60.71,21.437,18.377
2025-08-14,13.761,16.165,57.363,32.847,59.1,31.647,125.21,35.956,21.054,60.326,21.098,18.377
2025-08-15,13.715,15.778,58.528,32.37,59.1,30.957,123.299,34.849,20.146,59.461,21.001,18.022
2025-08-18,14.645,16.6,58.887,32.847,59.1,31.302,123.663,35.034,20.319,61.863,21.485,18.731
2025-08-19,14.784,16.6,60.769,32.211,59.1,31.204,123.754,35.403,21.702,60.806,21.679,18.642
2025-08-20,14.319,16.165,60.679,31.416,62.1,31.746,120.66,34.527,21.616,57.924,20.904,18.465
2025-08-21,13.947,15.971,58.259,30.939,62.5,31.253,119.204,33.974,21.054,57.156,20.711,18.421
2025-08-22,14.04,15.487,54.226,29.403,62.05,29.084,122.389,32.084,19.627,54.082,20.663,18.2
2025-08-25,13.25,15.681,53.151,29.615,65.5,28.0,125.574,31.438,18.417,51.392,20.759,18.2
2025-08-26,13.947,16.407,55.122,30.065,67.75,28.788,126.029,32.36,19.67,54.754,21.001,18.288
2025-08-27,13.715,16.552,55.302,30.391,66.0,28.739,128.304,32.683,19.973,55.619,21.582,18.332
2025-08-28,13.808,16.842,56.198,30.391,65.05,28.788,130.306,32.683,20.016,55.042,21.485,18.332
2025-08-29,13.761,17.326,54.674,30.12,64.15,28.64,131.034,32.452,20.146,53.986,21.582,18.377
2025-09-03,14.18,17.084,55.391,30.337,62.5,28.887,138.313,32.867,21.529,55.235,21.969,18.288
2025-09-04,14.505,16.891,56.019,30.663,62.5,29.084,138.313,33.059,21.962,55.907,21.921,18.288
2025-09-05,14.273,16.552,55.571,30.717,62.5,29.38,136.402,33.296,21.962,56.387,21.437,18.155
2025-09-08,13.715,16.649,51.716,30.174,62.5,28.394,138.859,32.822,20.751,55.523,20.614,18.155
2025-09-09,13.715,16.649,51.896,30.066,64.6,28.197,136.857,32.49,20.967,54.946,20.711,18.067
2025-09-10,13.575,17.81,50.282,30.011,65.45,27.901,135.128,32.347,20.362,55.523,21.001,18.111
2025-09-11,13.529,17.617,50.999,30.934,68.0,28.345,137.858,32.063,20.751,54.562,20.904,18.111
2025-09-12,14.087,17.763,52.075,31.694,68.9,28.936,137.221,32.869,21.227,54.562,21.195,17.89
2025-09-15,14.598,18.541,53.419,31.965,68.9,29.429,137.858,33.58,21.745,56.291,21.388,18.288
2025-09-16,14.18,18.103,52.433,31.748,67.5,29.035,138.04,33.248,21.097,55.235,21.921,18.288
2025-09-17,13.761,17.568,51.179,31.151,71.55,28.493,136.948,32.727,20.448,55.427,21.485,18.244
2025-09-18,14.087,17.519,51.985,30.88,72.5,28.394,135.219,32.3,20.881,54.562,22.017,18.155
2025-09-19,14.04,17.373,52.433,30.608,76.6,28.197,135.765,32.252,21.183,53.794,22.937,18.244
2025-09-22,13.901,16.643,52.433,30.717,74.4,27.901,137.949,32.632,21.443,51.392,22.017,18.155
2025-09-23,13.947,17.13,52.344,30.88,74.6,27.704,138.313,32.442,20.924,51.584,22.066,18.332
2025-09-24,14.319,17.276,53.419,30.717,74.5,28.197,132.217,32.964,22.048,52.353,22.55,18.332
2025-09-25,15.296,17.373,54.226,30.717,79.0,28.394,134.673,33.201,21.875,53.121,23.614,18.952
2025-09-26,15.435,17.179,53.778,30.608,82.0,28.098,130.579,33.201,21.745,52.833,22.888,19.218
2025-09-29,15.575,16.741,52.792,30.066,86.4,27.852,129.578,32.632,21.097,52.353,23.034,18.952
2025-09-30,15.156,16.449,51.179,30.011,87.45,27.309,130.488,32.11,20.146,51.68,22.647,18.598
2025-10-01,15.017,16.351,51.089,30.663,85.0,27.457,131.216,32.727,20.103,51.488,22.55,18.288
2025-10-02,14.366,16.546,50.013,30.391,85.5,26.915,128.395,32.252,19.411,51.488,22.84,18.554
2025-10-03,13.994,16.984,47.593,29.794,88.25,26.324,128.304,31.304,18.589,51.872,22.453,18.598
2025-10-06,14.505,17.471,49.296,30.554,89.85,27.162,128.759,31.968,19.886,54.562,22.695,18.421
2025-10-07,14.366,17.179,48.49,30.011,90.0,26.964,128.85,31.494,19.065,53.121,22.501,18.067
2025-10-08,14.412,16.984,47.414,30.011,89.05,27.063,129.669,31.683,18.633,52.737,22.308,18.155
2025-10-09,14.505,17.422,48.042,30.011,89.75,27.605,130.306,31.731,19.623,52.737,22.55,18.155
2025-10-10,14.691,17.665,48.311,29.577,96.0,27.654,130.579,31.968,20.189,52.545,22.792,18.155
2025-10-13,14.645,17.422,48.311,29.849,102.7,28.098,130.579,32.252,21.227,52.545,22.356,18.111
2025-10-14,14.319,17.033,48.042,29.469,105.95,27.457,128.759,31.399,21.321,52.929,21.679,17.978
2025-10-15,14.273,16.692,46.608,28.926,104.75,27.063,128.668,30.735,21.698,53.698,21.921,18.067
2025-10-16,14.738,17.276,47.235,28.926,106.55,26.816,136.948,30.83,23.208,53.601,22.017,17.89
2025-10-17,14.598,17.179,44.815,28.383,102.0,26.718,146.503,30.83,23.208,53.409,21.727,17.978
2025-10-20,13.622,17.519,41.678,26.402,97.45,24.894,143.773,28.695,21.604,51.296,21.05,17.004
2025-10-21,13.761,18.298,40.423,27.244,101.7,25.042,153.783,28.268,20.66,52.353,21.35,17.624
2025-10-22,13.761,19.563,41.633,27.461,101.5,26.126,158.332,27.794,21.227,52.833,22.75,17.712
2025-10-23,13.622,18.201,41.185,27.678,107.5,25.732,150.143,28.268,20.613,56.387,22.75,17.668
2025-10-24,13.436,16.935,41.678,28.22,109.5,26.176,158.332,28.079,20.66,56.099,23.05,17.668
2025-10-27,13.436,17.179,41.902,28.763,107.0,27.014,151.963,28.458,19.245,53.794,22.8,17.668
2025-10-28,13.575,16.643,42.395,29.306,110.05,27.162,154.51,28.695,19.764,57.54,23.3,17.668
2025-10-29,13.854,16.741,43.112,30.337,106.0,27.704,154.692,29.407,19.953,59.557,24.9,18.067
2025-10-30,13.901,16.303,42.44,30.663,102.05,27.95,153.783,29.407,20.047,60.23,25.2,18.067
2025-10-31,13.761,16.4,42.305,30.337,95.5,28.64,154.692,29.596,19.434,58.981,24.05,17.89
2025-11-03,13.111,15.67,41.902,30.12,97.7,27.95,158.15,29.312,18.208,60.134,23.5,17.757
2025-11-04,13.39,15.865,42.978,30.011,100.5,28.345,155.602,29.264,19.481,59.557,24.15,17.757
2025-11-05,13.111,15.767,42.036,29.794,103.25,28.64,155.602,29.264,19.01,58.501,24.1,17.668
2025-11-06,13.25,15.524,43.022,30.283,103.9,28.295,162.882,29.691,19.151,60.134,23.75,17.668
2025-11-07,12.925,15.475,41.768,29.36,99.85,27.408,154.238,28.743,18.585,58.404,23.05,17.58
2025-11-10,12.274,15.475,41.768,29.414,99.5,27.556,151.508,28.505,18.538,59.269,22.9,17.58
2025-11-11,12.413,15.427,40.873,29.306,100.5,27.507,152.509,28.648,19.01,58.885,22.9,17.27
2025-11-12,12.692,15.719,42.049,30.066,105.6,28.049,157.695,29.027,19.434,60.326,23.6,17.314
2025-11-13,12.599,15.913,43.837,30.663,105.6,28.5,157.24,30.355,18.868,63.4,23.7,17.358
2025-11-14,12.646,15.767,43.79,30.988,105.5,28.4,155.502,30.355,19.293,62.439,24.25,17.358
2025-11-17,13.39,15.816,44.213,31.097,108.5,29.1,157.587,30.972,20.142,63.4,24.15,17.712
2025-11-18,13.297,15.767,44.025,30.663,110.0,28.25,155.222,30.782,19.811,64.841,24.1,17.624
2025-11-19,13.25,15.719,43.131,30.608,110.25,28.0,154.276,30.45,19.906,63.688,24.2,17.535
2025-11-20,13.204,15.573,42.708,30.663,114.0,28.0,148.506,30.782,19.906,63.4,24.0,17.314
2025-11-21,13.111,15.427,42.379,30.445,114.85,27.8,148.128,30.26,19.811,62.055,23.9,17.491
2025-11-24,13.064,15.281,42.52,30.228,119.75,27.7,148.033,30.023,19.528,59.269,23.95,17.58
2025-11-25,12.832,14.697,40.92,29.957,121.5,27.1,148.979,29.407,18.915,57.924,23.4,17.491
2025-11-26,13.157,14.794,43.037,30.174,122.5,27.5,149.452,29.786,19.576,59.365,23.6,17.402
2025-11-27,13.018,14.891,42.143,30.717,124.0,27.9,147.75,29.739,19.104,57.924,23.3,17.27
2025-11-28,13.25,15.329,41.391,30.174,130.2,27.3,149.358,29.312,19.481,58.501,23.3,17.27
2025-12-01,13.25,15.183,41.203,29.957,134.95,26.7,149.452,29.169,19.057,58.404,23.6,17.27
2025-12-02,13.25,15.329,40.732,30.934,137.5,27.75,150.209,29.169,18.868,58.597,23.65,17.447
2025-12-03,13.39,15.183,41.532,31.477,134.7,27.7,150.398,29.644,19.057,58.885,24.0,17.093
2025-12-04,13.483,15.281,41.673,31.585,133.5,27.85,155.601,29.786,19.623,59.077,24.05,17.137
2025-12-05,13.436,14.891,41.485,31.477,142.8,27.4,151.439,29.359,19.387,57.54,23.85,17.402
2025-12-08,13.622,15.037,40.685,31.042,152.7,26.95,147.466,28.79,18.868,56.868,23.85,17.447
2025-12-09,13.761,14.794,40.215,30.934,160.0,26.9,148.601,28.743,18.679,57.252,23.6,17.402
2025-12-10,13.39,14.745,40.027,30.988,148.8,26.75,150.02,28.743,18.302,56.964,23.6,17.048
2025-12-11,13.39,14.551,39.698,30.5,146.0,26.65,160.519,28.648,18.302,56.291,23.6,17.27
2025-12-12,12.739,14.113,38.192,29.577,144.0,25.3,166.478,27.509,17.028,53.794,22.55,17.225
2025-12-15,12.553,14.454,37.722,30.391,142.9,25.6,165.816,27.699,16.462,54.178,22.65,17.181
2025-12-16,12.971,15.183,39.133,30.934,142.9,26.5,167.992,28.411,16.934,55.715,22.95,17.358
2025-12-17,12.971,14.989,38.898,31.26,142.9,26.3,178.586,28.031,16.887,55.907,23.2,17.58
2025-12-18,13.111,14.891,38.71,30.934,142.7,26.55,174.613,28.031,16.887,55.715,24.0,17.314
2025-12-19,12.878,14.989,38.098,31.368,148.5,26.45,164.587,28.031,16.934,55.235,24.2,17.225
2025-12-22,13.018,15.281,39.086,31.477,158.8,26.6,166.668,28.363,17.406,57.444,24.25,17.137
2025-12-23,12.739,15.135,38.992,30.771,169.9,26.25,173.1,28.363,17.028,58.116,24.2,17.225
2025-12-24,12.571,15.086,38.757,30.554,169.8,26.0,166.573,28.221,17.17,58.597,24.2,17.27
2025-12-25,12.619,15.086,38.71,30.391,158.0,25.65,165.533,27.889,16.793,57.636,24.15,17.27
2025-12-26,12.429,15.037,38.428,30.337,155.0,25.5,167.046,27.415,16.51,57.156,24.15,17.093
2025-12-29,12.476,14.891,38.851,30.5,159.7,26.0,167.424,27.225,16.415,57.828,24.45,17.137
2025-12-30,12.476,15.183,38.851,32.019,163.0,26.6,165.816,27.462,16.085,56.771,24.4,17.225
2025-12-31,12.524,16.059,39.368,31.748,169.6,26.2,165.533,27.652,15.802,56.387,24.35,17.225
2026-01-05,11.905,15.086,39.039,30.825,173.1,25.75,165.06,27.604,16.321,55.523,24.35,17.225
2026-01-06,11.905,15.183,39.509,31.639,173.1,27.55,164.114,28.079,16.038,55.523,24.8,17.447
2026-01-07,12.143,15.281,41.391,32.562,179.0,29.45,167.613,28.695,16.179,56.771,25.0,18.598
2026-01-08,12.048,15.378,40.92,31.694,176.6,30.05,164.965,28.316,16.038,55.331,24.95,18.997
2026-01-09,11.81,16.059,42.143,33.864,176.0,31.6,165.627,28.743,15.094,54.754,24.4,19.572
2026-01-12,12.286,16.059,42.896,34.082,163.7,32.2,165.249,29.264,15.66,54.754,24.4,18.687
2026-01-13,12.238,15.865,43.743,34.461,167.9,34.0,166.289,29.976,15.802,56.003,25.9,18.864
2026-01-14,12.286,15.67,45.718,34.461,160.2,36.35,165.533,30.023,15.755,55.235,25.6,19.129
2026-01-15,12.238,16.254,46.0,36.849,153.0,37.35,164.587,29.833,15.566,55.331,25.95,20.458
2026-01-16,12.191,16.4,45.154,35.818,159.9,35.9,164.114,29.596,15.236,55.331,25.95,21.432
2026-01-19,12.334,16.595,46.988,36.958,162.0,38.0,160.614,31.351,15.33,55.235,25.8,20.635
2026-01-20,12.286,16.351,45.859,35.818,161.0,39.0,154.276,30.877,15.142,59.077,25.9,20.635
2026-01-21,12.048,15.865,44.401,33.973,160.5,38.5,151.439,29.596,14.67,57.444,26.1,20.192
2026-01-22,12.286,15.865,44.871,34.733,161.1,39.0,151.06,30.26,15.66,56.675,26.35,19.882
