,HHV,HT1,VGC,PHR,VIC,GVR,BMP,SZC,DIG,HAH,NT2,PGV
2022-07-01,8.139,13.63,43.203,28.658,36.3,21.124,37.511,27.318,24.405,30.143,20.443,19.389
2022-07-04,8.385,14.035,43.366,27.42,36.35,20.937,37.446,27.197,24.471,29.001,20.159,19.389
2022-07-05,8.104,13.585,40.426,27.243,36.15,20.189,37.118,25.326,23.335,26.972,18.783,19.089
2022-07-06,7.788,13.45,37.609,27.155,33.75,19.488,37.38,25.175,23.335,25.112,18.135,19.014
2022-07-07,7.999,13.45,37.731,27.287,34.9,19.395,37.315,24.752,24.037,25.365,18.621,18.865
2022-07-08,8.42,13.855,38.14,28.172,35.0,19.815,37.315,26.413,25.708,25.661,18.742,19.239
2022-07-11,8.49,13.99,38.915,27.774,35.0,19.582,36.003,27.167,26.812,25.239,17.973,19.613
2022-07-12,8.981,14.35,41.243,29.322,34.95,20.937,36.396,29.069,28.684,26.972,18.742,20.287
2022-07-13,9.578,14.575,41.325,28.968,34.75,21.077,36.396,29.039,27.815,26.972,18.621,20.511
2022-07-14,9.648,14.395,41.406,28.304,34.75,21.685,36.724,29.733,28.349,26.676,19.512,20.825
2022-07-15,9.437,14.395,41.243,28.304,34.8,21.638,36.724,29.703,28.049,26.211,19.309,20.353
2022-07-18,10.069,14.575,41.325,28.127,34.0,21.685,36.724,30.005,26.511,26.507,19.269,20.118
2022-07-19,9.893,14.575,44.183,29.233,34.4,21.685,36.462,30.608,27.246,27.056,20.605,19.96
2022-07-20,9.893,14.665,45.898,28.747,34.1,22.246,37.38,29.944,28.082,28.705,20.847,19.921
2022-07-21,9.718,14.665,47.776,29.41,34.25,22.152,37.708,29.763,29.691,28.113,20.483,19.607
2022-07-22,9.964,14.44,47.531,29.189,33.25,21.965,38.036,30.246,29.12,27.902,20.24,19.803
2022-07-25,10.104,14.17,46.551,29.189,33.65,21.311,38.626,30.095,28.712,27.817,21.05,19.725
2022-07-26,10.314,14.215,45.898,28.924,33.05,21.264,38.692,29.824,28.631,28.156,20.524,19.725
2022-07-27,10.385,14.215,49.083,28.924,33.25,21.591,38.561,29.28,29.773,27.226,21.009,19.646
2022-07-28,10.42,14.485,49.573,29.897,33.5,22.386,38.298,31.272,31.771,27.606,21.293,19.607
2022-07-29,10.244,14.53,49.982,29.587,32.0,22.339,39.282,31.212,31.241,27.902,21.05,19.528
2022-08-01,10.385,14.845,49.655,30.073,32.35,23.087,40.331,32.238,32.26,28.198,21.212,19.607
2022-08-02,10.525,15.025,49.41,30.25,33.3,23.18,39.872,31.755,32.301,28.663,21.859,19.607
2022-08-03,10.665,15.115,49.9,30.869,33.0,23.087,41.249,31.997,32.22,29.466,21.536,19.646
2022-08-04,10.806,15.025,47.45,30.516,33.2,22.993,41.249,31.272,32.342,29.255,21.252,19.646
2022-08-05,10.806,15.115,47.94,30.825,32.7,23.134,41.249,31.695,33.484,28.959,21.293,19.489
2022-08-08,10.911,15.295,47.613,30.958,32.3,23.461,40.725,31.635,33.239,29.551,21.819,20.353
2022-08-09,10.946,15.115,48.103,30.427,32.65,23.601,41.315,32.118,33.402,29.635,21.536,20.353
2022-08-10,10.981,15.295,48.185,30.648,32.4,23.414,41.577,32.54,34.34,29.17,21.536,19.96
2022-08-11,10.7,15.07,50.635,29.941,32.9,23.087,41.643,31.574,32.628,28.536,21.05,19.646
2022-08-12,10.806,14.98,54.147,30.339,33.1,23.227,43.938,32.842,33.076,28.621,20.888,19.646
2022-08-15,10.876,15.025,53.82,30.516,33.2,23.227,44.069,32.963,33.199,29.086,21.495,19.764
2022-08-16,11.051,15.25,54.637,30.339,32.95,23.18,43.413,32.54,33.647,29.424,21.333,19.803
2022-08-17,10.946,15.025,53.33,30.029,33.65,22.947,42.627,32.54,33.606,29.043,20.928,19.646
2022-08-18,10.806,14.755,52.513,29.41,34.05,22.76,42.889,31.876,33.28,28.748,20.807,19.292
2022-08-19,10.525,14.53,56.188,29.012,33.95,22.619,42.036,31.876,33.199,27.817,20.685,19.567
2022-08-22,10.104,14.395,54.555,29.764,33.0,22.105,42.627,31.333,31.119,26.718,20.443,19.803
2022-08-23,10.77,14.845,55.208,29.897,32.5,22.386,42.954,32.48,32.628,27.226,20.928,19.41
2022-08-24,10.63,14.71,57.168,30.781,32.45,22.573,42.233,33.808,32.301,27.437,21.009,19.607
2022-08-25,10.665,14.845,56.188,30.781,32.95,23.788,41.643,33.627,32.628,27.775,20.888,19.803
2022-08-26,10.42,14.665,57.005,30.693,32.5,23.741,42.167,33.506,32.709,27.352,20.726,19.41
2022-08-29,10.42,14.395,55.372,30.118,31.8,23.32,41.774,33.506,32.464,27.183,20.645,19.646
2022-08-30,10.385,14.35,55.127,31.268,31.8,24.909,42.627,33.506,30.996,27.268,20.726,19.45
2022-08-31,10.49,14.35,55.78,31.223,31.85,24.629,42.627,33.137,30.996,27.268,22.143,19.489
2022-09-05,10.63,14.575,55.127,31.887,32.0,24.489,42.954,32.891,30.751,28.325,22.507,19.646
2022-09-06,10.77,14.395,53.983,31.312,31.65,24.208,42.627,33.137,31.404,28.24,22.507,20.039
2022-09-07,10.385,13.9,50.227,29.277,31.25,24.115,40.659,31.046,29.773,26.634,22.467,19.725
2022-09-08,10.104,13.81,47.94,29.41,31.45,23.367,40.134,30.309,28.549,26.211,22.062,19.725
2022-09-09,10.314,13.945,51.288,30.073,32.2,23.694,40.594,30.739,30.18,26.507,23.6,20.039
2022-09-12,10.244,13.945,50.88,29.631,32.0,23.367,40.397,30.739,29.365,26.845,24.248,20.353
2022-09-13,10.385,13.855,49.818,29.764,32.05,23.414,40.987,30.555,29.039,26.507,24.288,20.51
2022-09-14,10.42,13.765,51.288,29.587,31.7,23.367,40.79,30.985,29.039,26.211,23.964,20.118
2022-09-15,10.42,13.855,52.105,29.852,31.95,23.835,41.249,31.231,28.916,26.169,24.45,20.235
2022-09-16,10.49,13.765,50.227,28.968,31.25,22.993,40.856,30.401,27.489,25.323,25.098,20.235
2022-09-19,11.016,13.495,46.715,26.978,31.45,21.404,40.069,28.28,26.918,23.59,24.45,19.567
2022-09-20,10.981,13.72,48.92,27.641,31.95,21.965,40.069,28.895,26.958,22.618,24.288,19.685
2022-09-21,11.507,13.765,48.43,27.774,31.55,21.731,40.134,28.587,26.836,21.814,24.126,20.196
2022-09-22,11.683,14.035,49.573,27.862,31.65,22.059,39.544,28.956,27.04,22.998,25.786,19.725
2022-09-23,11.367,13.942,48.103,27.508,31.3,21.825,39.282,28.895,26.224,22.068,25.219,19.528
2022-09-26,11.577,13.381,46.551,26.535,31.0,21.498,38.364,26.897,26.02,20.525,24.693,19.41
2022-09-27,11.402,13.895,44.056,26.535,30.5,21.264,38.692,26.436,25.205,19.109,25.746,19.41
2022-09-28,10.63,13.381,42.643,25.872,28.75,20.75,37.708,26.005,25.123,18.601,23.964,19.607
2022-09-29,9.893,13.194,41.146,24.368,27.3,19.535,37.708,24.653,24.471,17.798,22.305,18.389
2022-09-30,9.543,12.913,42.726,24.368,27.5,19.535,37.774,25.145,24.226,17.544,23.033,18.074
2022-10-03,8.876,12.024,39.775,22.688,27.75,18.18,36.134,23.392,22.554,16.488,21.455,18.703
2022-10-04,8.525,11.229,39.983,22.776,28.5,17.058,36.069,22.747,21.983,17.544,21.05,18.546
2022-10-05,8.981,11.603,42.726,23.218,30.0,17.853,36.79,23.823,23.247,18.305,22.507,18.153
2022-10-06,8.385,10.807,41.562,22.069,30.05,16.637,37.118,22.194,22.268,17.037,21.455,18.389
2022-10-07,7.824,10.059,41.562,20.543,30.1,15.516,36.724,20.657,21.738,16.34,21.661,18.232
2022-10-10,8.069,10.386,44.471,21.051,30.1,15.796,37.315,21.179,21.616,17.481,22.533,17.917
2022-10-11,7.508,9.778,41.562,19.592,30.0,14.721,35.741,19.704,20.107,16.572,20.956,17.21
2022-10-12,7.438,10.199,44.471,20.233,30.0,15.306,37.052,20.78,20.148,17.164,21.247,17.289
2022-10-13,7.683,10.199,43.557,20.145,30.2,15.354,38.167,21.394,20.637,17.227,21.869,17.681
2022-10-14,7.683,10.386,43.557,20.786,29.85,15.786,38.888,21.517,20.841,17.946,21.993,17.681
2022-10-17,7.824,10.386,44.388,21.361,28.0,15.93,38.626,21.732,19.984,17.756,22.574,17.053
2022-10-18,7.788,10.527,44.554,21.494,29.2,16.122,39.675,21.271,21.371,17.756,22.823,17.485
2022-10-19,8.12,10.527,43.391,20.963,29.25,15.882,39.413,21.517,21.289,18.009,22.076,17.171
2022-10-20,8.009,10.433,41.562,20.72,29.3,15.546,39.938,20.903,20.637,18.009,21.247,16.896
2022-10-21,7.456,9.731,38.653,19.282,28.4,14.491,39.216,19.458,19.209,17.101,21.164,16.503
2022-10-24,6.939,9.076,35.951,17.933,28.25,13.483,39.216,18.105,17.904,15.917,21.412,16.974
2022-10-25,6.939,8.908,33.457,16.916,28.05,12.763,39.61,16.845,16.681,14.839,21.827,16.385
2022-10-26,6.865,8.861,31.13,16.585,27.4,12.955,40.784,15.708,15.539,13.803,21.827,15.953
2022-10-27,7.345,9.226,33.291,17.734,27.5,13.819,43.618,16.784,16.151,14.374,22.076,16.188
2022-10-28,7.293,9.451,33.499,18.066,27.85,13.915,42.927,16.937,15.498,14.205,21.827,16.188
2022-10-31,7.197,9.357,33.748,17.867,27.7,13.819,42.166,16.937,14.438,14.839,21.081,15.795
2022-11-01,7.168,9.497,33.915,17.889,27.7,13.915,45.07,17.214,15.417,14.797,21.661,15.795
2022-11-02,7.153,9.451,32.501,18.132,27.7,13.627,43.342,17.122,15.172,14.289,21.329,15.481
2022-11-03,7.53,9.451,32.418,18.132,27.55,13.675,42.512,16.906,14.519,14.564,19.877,15.481
2022-11-04,7.168,9.114,30.174,16.983,27.15,12.811,42.166,15.892,13.54,14.966,19.919,14.97
2022-11-07,6.673,8.478,28.096,16.739,26.7,11.947,39.263,14.785,12.602,13.93,18.549,14.145
2022-11-08,6.6,8.515,28.927,17.889,26.65,12.523,36.636,14.693,11.746,13.148,18.923,13.988
2022-11-09,6.6,8.515,29.343,18.132,26.85,12.763,38.365,14.57,10.93,13.528,19.089,14.459
2022-11-10,6.142,7.925,27.306,16.894,26.5,11.9,35.738,14.14,10.196,12.598,17.802,14.459
2022-11-11,5.714,7.916,25.436,16.806,27.15,11.084,36.083,14.663,9.503,11.732,19.047,14.067
2022-11-14,5.315,7.514,23.69,15.634,27.5,10.316,36.291,14.447,8.85,10.928,18.964,13.477
2022-11-15,4.946,6.99,22.069,14.55,28.5,9.596,35.945,13.464,8.238,10.167,17.678,13.084
2022-11-16,5.286,7.476,23.607,15.567,30.2,10.268,37.328,14.386,8.809,10.865,18.84,13.281
2022-11-17,5.455,7.766,24.563,15.567,32.3,10.94,38.295,14.755,9.095,11.245,18.84,13.831
2022-11-18,5.824,7.944,25.02,16.363,32.8,11.66,37.12,15.738,9.707,11.076,19.089,13.556
2022-11-21,6.127,8.085,25.187,16.275,32.0,12.475,37.259,16.384,10.359,11.837,20.126,13.477
2022-11-22,5.92,8.403,25.103,16.585,30.5,12.091,37.881,16.199,10.604,11.901,19.919,13.438
2022-11-23,5.544,8.178,24.937,17.027,29.85,12.043,36.291,15.585,9.87,12.197,20.749,12.888
2022-11-24,5.573,8.028,24.854,17.027,30.5,12.475,35.945,15.861,9.911,12.387,20.583,13.045
2022-11-25,5.95,8.244,26.558,18.0,32.5,12.955,37.328,16.906,10.604,12.598,20.956,13.045
2022-11-28,6.363,8.814,28.387,18.796,32.5,13.531,38.019,17.829,11.338,13.296,21.164,13.516
2022-11-29,6.54,9.357,30.34,18.707,34.7,13.579,38.365,17.829,12.072,13.655,21.164,14.145
2022-11-30,6.577,9.544,30.465,18.84,34.8,13.627,40.991,18.628,12.888,13.021,22.574,14.538
2022-12-01,6.577,9.591,30.34,19.017,33.0,14.203,40.438,18.228,13.785,13.232,21.62,14.067
2022-12-02,6.777,9.638,32.46,20.344,34.4,14.874,39.401,18.997,14.723,13.063,22.284,14.145
2022-12-05,6.998,9.825,33.0,20.388,34.05,14.97,39.678,18.628,15.743,13.042,22.076,14.145
2022-12-06,6.511,9.591,31.836,19.282,33.3,13.963,38.088,17.583,14.642,13.951,21.952,14.224
2022-12-07,6.164,9.404,32.418,19.902,35.6,13.435,39.125,16.906,13.622,14.162,22.242,13.909
2022-12-08,6.349,9.638,33.25,20.078,34.95,14.107,40.507,17.46,14.56,14.585,22.242,14.224
2022-12-09,6.791,10.106,34.496,19.99,33.9,14.443,40.507,17.952,15.539,14.162,22.948,14.106
2022-12-12,6.791,10.293,36.117,20.123,31.55,14.203,39.125,18.013,14.478,14.67,22.823,14.145
2022-12-13,6.791,10.106,36.491,20.344,30.8,14.395,39.263,18.198,15.049,15.557,23.031,14.106
2022-12-14,6.865,9.965,36.491,20.609,30.4,14.874,39.609,19.458,14.519,15.156,22.989,14.499
2022-12-15,6.88,10.012,35.785,20.631,30.3,14.97,40.369,20.288,14.846,15.156,23.197,14.263
2022-12-16,7.138,10.246,35.245,20.509,29.2,15.162,40.784,19.95,15.498,15.008,23.197,14.067
2022-12-19,6.939,10.386,32.917,19.348,28.25,14.682,41.475,18.566,14.682,14.12,22.823,14.027
2022-12-20,6.688,9.685,32.003,18.623,27.95,13.723,40.646,17.275,13.663,14.141,22.201,14.067
2022-12-21,6.496,9.731,30.008,18.865,27.45,13.627,41.06,16.353,12.725,13.338,21.993,14.067
2022-12-22,6.54,9.591,29.509,19.76,27.5,13.915,41.544,16.384,13.133,13.105,23.031,14.302
2022-12-23,6.496,9.591,30.34,19.542,27.55,13.771,41.89,16.538,12.929,13.232,23.819,14.852
2022-12-26,6.194,9.217,28.221,18.502,26.45,12.811,41.268,15.4,12.031,12.429,23.238,14.302
2022-12-27,6.422,9.544,29.093,19.203,26.7,13.675,41.752,15.954,12.847,13.296,23.487,14.869
2022-12-28,6.4,9.778,29.925,19.614,26.75,13.627,42.236,16.538,12.806,13.718,23.861,14.869
2022-12-29,6.607,9.638,28.304,19.252,26.8,13.243,41.544,16.23,12.072,13.74,23.819,14.707
2022-12-30,6.954,9.685,28.096,19.058,26.9,13.243,41.475,16.107,11.664,13.634,23.944,14.667
2023-01-03,7.419,10.34,30.049,19.832,28.4,14.011,42.65,17.183,12.48,14.585,24.193,14.91
2023-01-04,7.751,10.667,29.925,20.026,28.0,14.251,42.028,17.644,12.806,14.522,25.272,15.396
2023-01-05,7.825,10.714,31.255,20.122,28.1,14.299,42.166,17.583,12.929,14.839,24.898,15.396
